National_Forest,Year,Quarter,Product,Species,Sold_Volume_MBF,Sold_Volume_CCF,Sold_Value,Sold_per_MBF,Sold_per_CCF,Cut_Volume_MBF,Cut_Volume_CCF,Cut_Value
Colville,2010.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,26.00,51.52,1879.30
Colville,2010.00,1.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,322.54,621.83,16260.41
Colville,2010.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-65184.36
Colville,2010.00,1.00,Sawtimber,Western Larch,0.00,0.00,0.00,0.00,0.00,529.97,994.51,34660.17
Colville,2010.00,1.00,Poles,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,1.03,1.98,19.80
Colville,2010.00,1.00,Poles,Softwood Other,0.00,0.00,0.00,0.00,0.00,1.05,2.01,20.10
Deschutes,2010.00,1.00,Fuelwood,Fuelwood,2927.13,5629.13,70095.82,23.95,12.45,1227.00,2359.60,27926.98
Deschutes,2010.00,1.00,Fuelwood,Lodgepole Pine,111.38,214.20,2520.00,22.63,11.76,472.48,908.62,12320.13
Deschutes,2010.00,1.00,Fuelwood,Softwood Other,1169.09,2248.25,26450.00,22.62,11.76,1051.52,2022.15,23600.00
Fremont-Winema,2010.00,1.00,Fuelwood,Fuelwood,2573.48,4949.00,25735.00,10.00,5.20,2160.08,4154.00,21715.00
Gifford Pinchot,2010.00,1.00,Fuelwood,Douglas-fir,13.13,25.25,2439.75,185.81,96.62,2.08,4.00,409.00
Gifford Pinchot,2010.00,1.00,Fuelwood,Fuelwood,486.67,935.85,5505.00,11.31,5.88,782.78,1505.35,8815.00
Gifford Pinchot,2010.00,1.00,Fuelwood,Hardwood Other,7.07,13.60,160.00,22.63,11.76,0.00,0.00,0.00
Malheur,2010.00,1.00,Fuelwood,Fuelwood,675.06,1297.95,7635.00,11.31,5.88,1078.92,2074.85,12205.00
Mount Baker/Snoqualmie,2010.00,1.00,Fuelwood,Fuelwood,275.16,529.55,6230.00,22.64,11.76,358.47,689.35,8110.00
Mount Hood,2010.00,1.00,Fuelwood,Fuelwood,993.98,1911.65,22490.00,22.63,11.76,1429.00,2748.05,32320.00
Ochoco,2010.00,1.00,Fuelwood,Fuelwood,1163.52,2237.63,26325.00,22.63,11.76,1022.35,1966.05,23110.00
Olympic,2010.00,1.00,Fuelwood,Fuelwood,461.09,886.55,5215.00,11.31,5.88,356.70,685.95,4035.00
Olympic,2010.00,1.00,Fuelwood,Softwood Other,4.42,8.50,50.00,11.31,5.88,4.42,8.50,50.00
Rogue River-Siskiyou,2010.00,1.00,Fuelwood,Fuelwood,399.64,768.83,9045.00,22.63,11.76,174.81,336.18,3955.00
Siuslaw,2010.00,1.00,Fuelwood,Fuelwood,623.24,1198.50,14100.00,22.62,11.76,328.85,632.40,7440.00
Umatilla,2010.00,1.00,Fuelwood,Softwood Other,2048.28,3939.00,19803.00,9.67,5.03,2067.31,3975.60,19832.00
Umpqua,2010.00,1.00,Fuelwood,Fuelwood,607.00,1168.75,13750.00,22.65,11.76,560.43,1077.80,11960.00
Wallowa-Whitman,2010.00,1.00,Fuelwood,Fuelwood,1205.00,2317.95,13635.00,11.31,5.88,1193.40,2295.00,13510.00
Wallowa-Whitman,2010.00,1.00,Fuelwood,Softwood Other,4529.00,8710.38,54040.00,11.93,6.20,4442.32,8542.93,53325.00
Okanogan-Wenatchee,2010.00,1.00,Fuelwood,Douglas-fir,0.00,0.00,0.00,0.00,0.00,14.15,27.20,164.80
Okanogan-Wenatchee,2010.00,1.00,Fuelwood,Fuelwood,8767.00,16859.00,101252.62,11.55,6.01,8095.22,15567.75,91585.00
Willamette,2010.00,1.00,Fuelwood,Fuelwood,1445.00,2779.50,32980.00,22.83,11.87,1303.44,2506.65,29680.00
Willamette,2010.00,1.00,Fuelwood,Red alder,4.00,8.00,120.00,30.00,15.00,4.00,8.00,120.00
Colville,2010.00,1.00,Fuelwood,Fuelwood,5024.00,9661.95,56835.00,11.31,5.88,4255.59,8183.80,48080.00
Columbia River Gorge,2010.00,1.00,Fuelwood,Douglas-fir,5816.00,10782.39,189110.25,32.51,17.54,823.43,1537.91,17874.51
Deschutes,2010.00,2.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,12.86,30.00,1203.60
Deschutes,2010.00,2.00,Sawtimber,Lodgepole Pine,28.90,58.54,1170.80,40.51,20.00,5534.75,11390.71,283491.67
Deschutes,2010.00,2.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,3952.63,8212.33,229034.20
Deschutes,2010.00,2.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,805.88,1651.51,65480.43
Deschutes,2010.00,2.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,5.68,9.95,254.56
Deschutes,2010.00,2.00,Poles,Lodgepole Pine,81.62,148.40,1554.00,19.04,10.47,69.41,126.20,1419.00
Deschutes,2010.00,2.00,Poles,Softwood Other,4.84,8.80,220.00,45.45,25.00,6.16,11.20,280.00
Deschutes,2010.00,2.00,Fuelwood,Fuelwood,2935.95,5646.13,70295.82,23.94,12.45,3165.84,6088.13,70883.80
Deschutes,2010.00,2.00,Fuelwood,Lodgepole Pine,111.38,214.20,2520.00,22.63,11.76,526.85,1013.17,13550.13
Deschutes,2010.00,2.00,Fuelwood,Softwood Other,1169.09,2248.25,26450.00,22.62,11.76,1472.30,2831.35,32940.00
Fremont-Winema,2010.00,2.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,153.92,300.78,1687.80
Fremont-Winema,2010.00,2.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,6219.84,12435.97,200167.74
Fremont-Winema,2010.00,2.00,Sawtimber,Ponderosa Pine,1645.39,3353.50,15191.36,9.23,4.53,7194.55,14621.54,207525.51
Fremont-Winema,2010.00,2.00,Sawtimber,White Fir,9083.97,18452.57,592779.92,65.26,32.12,6963.15,14099.36,59106.92
Fremont-Winema,2010.00,2.00,Poles,Lodgepole pine,76.05,146.28,752.34,9.89,5.14,90.02,173.14,890.24
Fremont-Winema,2010.00,2.00,Posts,Juniper,105.82,203.50,34.00,0.32,0.17,108.42,208.50,54.00
Fremont-Winema,2010.00,2.00,Posts,Lodgepole Pine,104.91,201.75,807.00,7.69,4.00,102.96,198.00,792.00
Fremont-Winema,2010.00,2.00,Fuelwood,Fuelwood,2579.72,4961.00,25795.00,10.00,5.20,2988.44,5747.00,29725.00
Gifford Pinchot,2010.00,2.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,8610.46,16157.92,300763.63
Gifford Pinchot,2010.00,2.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,446.35,803.87,8707.97
Gifford Pinchot,2010.00,2.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,59.36,119.04,1190.40
Gifford Pinchot,2010.00,2.00,Sawtimber,Pacific Silver Fir,0.00,0.00,0.00,0.00,0.00,757.52,1448.42,14788.37
Gifford Pinchot,2010.00,2.00,Poles,Softwood Other,1.09,2.10,70.00,64.22,33.33,3.43,6.60,220.00
Gifford Pinchot,2010.00,2.00,Posts,Western Red Cedar,4.29,8.25,330.00,76.92,40.00,3.90,7.50,300.00
Gifford Pinchot,2010.00,2.00,Posts,Softwood Other,1.43,2.75,110.00,76.92,40.00,0.26,0.50,20.00
Gifford Pinchot,2010.00,2.00,Fuelwood,Douglas-fir,31.33,60.25,4916.50,156.93,81.60,31.33,60.25,4916.50
Gifford Pinchot,2010.00,2.00,Fuelwood,Fuelwood,1322.02,2542.35,14955.00,11.31,5.88,1278.71,2459.05,14425.00
